asset_id	name	type	family	logical_family	planned_status	authority	data_gate	consumer	countable_now
ICM-012	AI-11 Phase Purity	BASELINE_PREDICTIVE	FROZEN_BASELINE	ICM-012	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-013	AI-12 PL Dopant	BASELINE_PREDICTIVE	FROZEN_BASELINE	ICM-013	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-014	AI-13 PL-QC AE	BASELINE_PREDICTIVE	FROZEN_BASELINE	ICM-014	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-015	AI-14 Temperature Forecast	BASELINE_PREDICTIVE	FROZEN_BASELINE	ICM-015	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-016	AI-15 PL Host-ID	BASELINE_PREDICTIVE	FROZEN_BASELINE	ICM-016	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-017	AI-16 PL Lambda	BASELINE_PREDICTIVE	FROZEN_BASELINE	ICM-017	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-018	AI-17 PL Few-shot	BASELINE_PREDICTIVE	FROZEN_BASELINE	ICM-018	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-019	AI-19 RUL/ETA	BASELINE_PREDICTIVE	FROZEN_BASELINE	ICM-019	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-020	AI-20 TC Integrity	BASELINE_PREDICTIVE	FROZEN_BASELINE	ICM-020	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-021	x1p9 Flagship nano-LM	BASELINE_GENERATIVE	FROZEN_BASELINE	FLAGSHIP_NLM_FAMILY	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-022	m1p35 Flagship nano-LM	BASELINE_GENERATIVE	FROZEN_BASELINE	FLAGSHIP_NLM_FAMILY	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-023	s0p6 Flagship nano-LM	BASELINE_GENERATIVE	FROZEN_BASELINE	FLAGSHIP_NLM_FAMILY	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-024	E1 Fault Diagnosis LM	BASELINE_GENERATIVE	FROZEN_BASELINE	ICM-024	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-025	E2 Recipe Advice LM	BASELINE_GENERATIVE	FROZEN_BASELINE	ICM-025	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-026	E3 Energy Carbon LM	BASELINE_GENERATIVE	FROZEN_BASELINE	ICM-026	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-027	E4 Batch QC LM	BASELINE_GENERATIVE	FROZEN_BASELINE	ICM-027	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-028	E5 Operator Brief LM	BASELINE_GENERATIVE	FROZEN_BASELINE	ICM-028	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-029	E6 Formula Chemistry LM	BASELINE_GENERATIVE	FROZEN_BASELINE	ICM-029	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-030	E7 Equipment Maintenance LM	BASELINE_GENERATIVE	FROZEN_BASELINE	ICM-030	BOARD_ACCEPTED	0	FROZEN_EVIDENCE	LEGACY_UI_RUNTIME	1
ICM-031	Emissivity-CalNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-031	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-032	Thermal-RestoreNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-032	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-033	Thermal-UniformitySegNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-033	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-034	ThermalField-ForecastNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-034	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-035	Pixel-DriftMapNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-035	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-036	Thermal-FOVHealthNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-036	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-037	Insulation-LeakSegNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-037	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-038	HeatFlux-InverseNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-038	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-039	Heater-CouplingMapNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-039	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-040	Hotspot-TrajectoryNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-040	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-041	RGB-T-RegistrationNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-041	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-042	Fill-RatioNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-042	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-043	Powder-UniformityNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-043	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-044	Contamination-SpotSegNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-044	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-045	Surface-CrustCrackNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-045	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-046	Fume-PlumeSegNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-046	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-047	Camera-OpticsHealthNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-047	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-048	Crucible-RimIntegrityNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-048	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-049	Macroscopic-SurfaceQualityNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-049	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-050	Thermal-TargetAuthenticityNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-050	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-051	DoorSeal-LeakNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-051	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-052	Crucible-WarpNet	NEW_PREDICTIVE	THERMAL_VISION	ICM-052	PLAN_ONLY_CONDITIONAL	0	L0_L1	THERMAL_UI_SINTERGRAPH	0
ICM-053	TC-ContactPlacementNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-053	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-054	MAX56-BiasCompNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-054	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-055	SHT-CondensationStateNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-055	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-056	MQ-THCompNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-056	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-057	MQ-ReadinessNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-057	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-058	ADXL-SignalQualityNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-058	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-059	INA-TempDriftCompNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-059	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-060	PowerRail-EventNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-060	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-061	PTC-ThermalEfficiencyNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-061	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-062	PTC-DegradationNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-062	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-063	Relay-ContactHealthNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-063	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-064	MOSFET-ConductionHealthNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-064	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-065	Fan-EfficiencyNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-065	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-066	Fan-BearingFaultNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-066	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-067	Fan-BlockageNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-067	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-068	Tach-DenoiseNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-068	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-069	Motor-MechanicalFaultNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-069	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-070	Motor-LoadDragNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-070	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-071	RTC-DriftTempNet	NEW_PREDICTIVE	DEVICE_HEALTH	ICM-071	PLAN_ONLY_CONDITIONAL	0	L0_L1	DEVICE_EVIDENCE_MAINTENANCE	0
ICM-072	SinterGraph-PSP	NEW_PREDICTIVE	CORE_PSP_GRAPH	ICM-072	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_VERIPROCESS	0
ICM-073	Precursor-CompatibilityNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-073	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-074	SynthesizabilityNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-074	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-075	Garnet-CompetingPhaseRankNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-075	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-076	Reaction-PathRankNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-076	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-077	Reaction-OnsetNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-077	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-078	Phase-CompletionNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-078	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-079	DensificationNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-079	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-080	Sintering-ShrinkageNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-080	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-081	Grain-GrowthNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-081	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-082	Agglomeration-RiskNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-082	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-083	Cr-ValenceRetentionNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-083	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-084	Oxygen-VacancyConditionNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-084	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-085	Dopant-ActivationNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-085	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-086	Site-OccupancyRankNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-086	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-087	NIR-ExcitationPeakNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-087	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-088	NIR-DecayTimeNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-088	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-089	IQE-RankNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-089	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-090	CIE-ChromaticityNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-090	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-091	NIR-IntensityRankNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-091	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-092	ThermalQuench-KineticsNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-092	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-093	Outgassing-PhaseNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-093	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-094	Moisture-ReleaseNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-094	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-095	Calcination-CompletionNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-095	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-096	Batch-TransferDriftNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-096	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-097	Experimental-BandgapNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-097	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-098	Experimental-MetallicityNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-098	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-099	Formation-EnergyNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-099	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-100	PointDefect-FormationEnergyNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-100	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-101	TBmBJ-BandgapNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-101	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-102	Static-DielectricNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-102	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-103	Optical-AbsorptionOnsetNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-103	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-104	Electron-EffectiveMassNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-104	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-105	Hole-EffectiveMassNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-105	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-106	Bulk-ModulusNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-106	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-107	Shear-ModulusNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-107	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-108	Exfoliation-EnergyNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-108	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-109	ConcentrationQuenchKineticsNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-109	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-110	NIR-QuantumYieldNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-110	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-111	NIR-PersistenceAfterglowNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-111	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-112	ReactionActivationEnergyNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-112	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-113	SurfaceAreaEvolutionNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-113	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-114	Interface-AdhesionNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-114	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-115	PhaseFractionUncertaintyNet	NEW_PREDICTIVE	PHOSPHOR_PSP	ICM-115	PLAN_ONLY_CONDITIONAL	0	L2_OPEN	SINTERGRAPH_MATERIAL_CARD	0
ICM-116	Phonon-DynamicStabilityNet	NEW_PREDICTIVE	SEMIMAT_PROPERTIES	ICM-116	PLAN_ONLY_CONDITIONAL	0	OPEN_COMPUTED_EXPERIMENT_SEPARATED	SEMIMAT_SCREENING	0
ICM-117	SECOM-YieldNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-117	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-118	FabSensor-ImputerNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-118	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-119	CMP-MRR-VMNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-119	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-120	CMP-EndpointNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-120	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-121	IonMill-FaultNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-121	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-122	IonMill-TTFNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-122	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-123	PVD-FaultNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-123	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-124	PVD-DriftTrajectoryNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-124	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-125	SEM-DefectClassNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-125	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-126	SEM-DefectSegNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-126	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-127	SEM-CriticalDimensionNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-127	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-128	SEM-OverlayNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-128	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-129	SEM-ImageQualityNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-129	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-130	EUV-ScatterometryInverseNet	NEW_PREDICTIVE	FAB_METROLOGY	ICM-130	PLAN_ONLY_CONDITIONAL	0	OPEN_Q	FABQUALITY_METROLOGY	0
ICM-131	Cure-KineticsNet	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-131	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
ICM-132	GelPoint-RheologyNet	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-132	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
ICM-133	ResidualStress-TrajectoryNet	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-133	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
ICM-134	FTIR-CureStateNet	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-134	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
ICM-135	HybridBond-AFMRoughnessNet	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-135	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
ICM-136	SolderJoint-QualityNet	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-136	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
