candidate_id	name	category	target_slot	replacement_for	status	authority
CAND-P-059	IQE-RankNet	PREDICTIVE	ICM-089	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-060	CIE-ChromaticityNet	PREDICTIVE	ICM-090	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-061	NIR-IntensityRankNet	PREDICTIVE	ICM-091	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-062	ThermalQuench-KineticsNet	PREDICTIVE	ICM-092	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-063	Outgassing-PhaseNet	PREDICTIVE	ICM-093	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-064	Moisture-ReleaseNet	PREDICTIVE	ICM-094	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-065	Calcination-CompletionNet	PREDICTIVE	ICM-095	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-066	Batch-TransferDriftNet	PREDICTIVE	ICM-096	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-067	Experimental-BandgapNet	PREDICTIVE	ICM-097	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-068	Experimental-MetallicityNet	PREDICTIVE	ICM-098	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-069	Formation-EnergyNet	PREDICTIVE	ICM-099	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-070	PointDefect-FormationEnergyNet	PREDICTIVE	ICM-100	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-071	TBmBJ-BandgapNet	PREDICTIVE	ICM-101	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-072	Static-DielectricNet	PREDICTIVE	ICM-102	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-073	Optical-AbsorptionOnsetNet	PREDICTIVE	ICM-103	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-074	Electron-EffectiveMassNet	PREDICTIVE	ICM-104	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-075	Hole-EffectiveMassNet	PREDICTIVE	ICM-105	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-076	Bulk-ModulusNet	PREDICTIVE	ICM-106	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-077	Shear-ModulusNet	PREDICTIVE	ICM-107	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-078	Exfoliation-EnergyNet	PREDICTIVE	ICM-108	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-079	ConcentrationQuenchKineticsNet	PREDICTIVE	ICM-109	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-080	NIR-QuantumYieldNet	PREDICTIVE	ICM-110	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-081	NIR-PersistenceAfterglowNet	PREDICTIVE	ICM-111	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-082	ReactionActivationEnergyNet	PREDICTIVE	ICM-112	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-083	SurfaceAreaEvolutionNet	PREDICTIVE	ICM-113	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-084	Interface-AdhesionNet	PREDICTIVE	ICM-114	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-085	PhaseFractionUncertaintyNet	PREDICTIVE	ICM-115	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-086	Phonon-DynamicStabilityNet	PREDICTIVE	ICM-116	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-087	SECOM-YieldNet	PREDICTIVE	ICM-117	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-088	FabSensor-ImputerNet	PREDICTIVE	ICM-118	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-089	CMP-MRR-VMNet	PREDICTIVE	ICM-119	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-090	CMP-EndpointNet	PREDICTIVE	ICM-120	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-091	IonMill-FaultNet	PREDICTIVE	ICM-121	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-092	IonMill-TTFNet	PREDICTIVE	ICM-122	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-093	PVD-FaultNet	PREDICTIVE	ICM-123	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-094	PVD-DriftTrajectoryNet	PREDICTIVE	ICM-124	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-095	SEM-DefectClassNet	PREDICTIVE	ICM-125	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-096	SEM-DefectSegNet	PREDICTIVE	ICM-126	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-097	SEM-CriticalDimensionNet	PREDICTIVE	ICM-127	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-098	SEM-OverlayNet	PREDICTIVE	ICM-128	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-099	SEM-ImageQualityNet	PREDICTIVE	ICM-129	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-100	EUV-ScatterometryInverseNet	PREDICTIVE	ICM-130	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-101	Cure-KineticsNet	PREDICTIVE	ICM-131	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-102	GelPoint-RheologyNet	PREDICTIVE	ICM-132	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-103	ResidualStress-TrajectoryNet	PREDICTIVE	ICM-133	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-104	FTIR-CureStateNet	PREDICTIVE	ICM-134	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-105	HybridBond-AFMRoughnessNet	PREDICTIVE	ICM-135	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-106	SolderJoint-QualityNet	PREDICTIVE	ICM-136	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-107	Xray-VoidSegNet	PREDICTIVE	ICM-137	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-108	Delamination-RiskNet	PREDICTIVE	ICM-138	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-109	Warpage-TrajectoryNet	PREDICTIVE	ICM-139	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-110	ThermalInterface-ResistanceNet	PREDICTIVE	ICM-140	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-111	BondStrength-Net	PREDICTIVE	ICM-141	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-112	PackageThermal-HotspotNet	PREDICTIVE	ICM-142	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-113	ModelLoad-LatencyNet	PREDICTIVE	SPARE	ICM-071	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-114	Thermocouple-ResponseTimeNet	PREDICTIVE	SPARE	ICM-053,ICM-054	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-115	MLX-NoisePSDNet	PREDICTIVE	SPARE	ICM-035,ICM-036	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-116	Powder-LevelProfileNet	PREDICTIVE	SPARE	ICM-042,ICM-043	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-117	FurnaceShell-DeformationNet	PREDICTIVE	SPARE	ICM-037,ICM-051	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-118	ThinFilm-ThicknessVMNet	PREDICTIVE	SPARE	ICM-127	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-119	Plasma-EndpointNet	PREDICTIVE	SPARE	ICM-120,ICM-121	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-120	AFM-DefectSegNet	PREDICTIVE	SPARE	ICM-126,ICM-135	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-121	XCT-LayerMisregistrationNet	PREDICTIVE	SPARE	ICM-137,ICM-139	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-122	SolderFatigue-RULNet	PREDICTIVE	SPARE	ICM-136	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-123	Underfill-FlowFrontNet	PREDICTIVE	SPARE	ICM-131,ICM-132	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-124	Moisture-DiffusionNet	PREDICTIVE	SPARE	ICM-138	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-125	CTE-MismatchRiskNet	PREDICTIVE	SPARE	ICM-133,ICM-139	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-126	Furnace-DoorOpenEventNet	PREDICTIVE	SPARE	ICM-051	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-127	Thermal-InertiaIDNet	PREDICTIVE	SPARE	ICM-038,ICM-039	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-128	Insulation-AgingNet	PREDICTIVE	SPARE	ICM-037	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-129	Crucible-MassLossNet	PREDICTIVE	SPARE	ICM-093,ICM-095	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-130	Powder-BedHeightNet	PREDICTIVE	SPARE	ICM-079,ICM-080	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-131	Fan-CoolingGainNet	PREDICTIVE	SPARE	ICM-065	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-132	PTC-ResistanceDriftNet	PREDICTIVE	SPARE	ICM-062	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-133	Relay-SwitchDelayNet	PREDICTIVE	SPARE	ICM-063	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-134	MOSFET-LeakageTrendNet	PREDICTIVE	SPARE	ICM-064	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-135	SD-ThroughputAnomalyNet	PREDICTIVE	SPARE	ICM-060,ICM-071	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-136	Clock-SyncQualityNet	PREDICTIVE	SPARE	ICM-071	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-137	Sensor-CrossCalibrationNet	PREDICTIVE	SPARE	ICM-054,ICM-055,ICM-056,ICM-059	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-138	Phosphor-HostStabilityRankNet	PREDICTIVE	SPARE	ICM-074,ICM-075	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-139	Dopant-SolubilityRankNet	PREDICTIVE	SPARE	ICM-083,ICM-085,ICM-086	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-140	Piezoelectric-CoefficientNet	PREDICTIVE	SPARE	ICM-102,ICM-106,ICM-107	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-141	Seebeck-CoefficientNet	PREDICTIVE	SPARE	ICM-104,ICM-105,ICM-116	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-142	Solar-SLME-RankNet	PREDICTIVE	SPARE	ICM-097,ICM-103	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-143	IR-ModeIntensityNet	PREDICTIVE	SPARE	ICM-103,ICM-116	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-144	Thermoelectric-PowerFactorNet	PREDICTIVE	SPARE	ICM-104,ICM-105,ICM-116	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-145	SOC-SpillageTopologicalNet	PREDICTIVE	SPARE	ICM-098	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-146	ThinFilm-ResistivityVMNet	PREDICTIVE	SPARE	ICM-098	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-147	Underfill-VoidRiskNet	PREDICTIVE	SPARE	ICM-137,ICM-138	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-148	ThermalCycle-FatigueNet	PREDICTIVE	SPARE	ICM-133,ICM-138,ICM-139	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-001	PhosCore-LM	GENERATIVE	ICM-143	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-002	FurnaceEvidence-LM	GENERATIVE	ICM-144	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-003	SemiMatCore-LM	GENERATIVE	ICM-145	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-004	MetrologyCore-LM	GENERATIVE	ICM-146	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-005	PackMatCore-LM	GENERATIVE	ICM-147	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-006	FabQualityCore-LM	GENERATIVE	ICM-148	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-007	PhaseEvolution-LM	GENERATIVE	ICM-149	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-008	DopantSite-LM	GENERATIVE	ICM-150	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-009	AtmosphereDefect-LM	GENERATIVE	ICM-151	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-010	NIREnergyTransfer-LM	GENERATIVE	ICM-152	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-011	ThermalQuench-LM	GENERATIVE	ICM-153	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-012	SinteringKinetics-LM	GENERATIVE	ICM-154	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-013	PrecursorImpurity-LM	GENERATIVE	ICM-155	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-014	HostTransfer-LM	GENERATIVE	ICM-156	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-015	XRDEvidence-LM	GENERATIVE	ICM-157	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-016	PLEvidence-LM	GENERATIVE	ICM-158	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-017	SEMEDS-Microstructure-LM	GENERATIVE	ICM-159	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-018	MultimodalConflict-LM	GENERATIVE	ICM-160	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-019	DefectDoping-LM	GENERATIVE	ICM-161	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-020	ThinFilmInterface-LM	GENERATIVE	ICM-162	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-021	DielectricThermal-LM	GENERATIVE	ICM-163	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-022	OptoelectronicIntegration-LM	GENERATIVE	ICM-164	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-023	CureRheology-LM	GENERATIVE	ICM-165	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-024	InterconnectMetallurgy-LM	GENERATIVE	ICM-166	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-025	WarpageReliability-LM	GENERATIVE	ICM-167	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-026	VirtualMetrologyYield-LM	GENERATIVE	ICM-168	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-027	HypothesisComposer-LM	GENERATIVE	ICM-169	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-028	CounterHypothesis-LM	GENERATIVE	ICM-170	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-029	NextEvidence-LM	GENERATIVE	ICM-171	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-030	GroundedSynthesis-LM	GENERATIVE	ICM-172	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-031	SafetyEvidence-LM	GENERATIVE	SPARE	ICM-144	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-032	SensorCalibration-LM	GENERATIVE	SPARE	ICM-144	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-033	ThermalField-LM	GENERATIVE	SPARE	ICM-144	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-034	DeviceHealth-LM	GENERATIVE	SPARE	ICM-144	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-035	ProcessWindow-LM	GENERATIVE	SPARE	ICM-154	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-036	MaterialsScreening-LM	GENERATIVE	SPARE	ICM-145	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-037	DefectChemistry-LM	GENERATIVE	SPARE	ICM-161	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-038	SpectroscopyCondition-LM	GENERATIVE	SPARE	ICM-158	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-039	SEMDefect-LM	GENERATIVE	SPARE	ICM-159	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-040	PackagingMoisture-LM	GENERATIVE	SPARE	ICM-147	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-041	PackagingThermal-LM	GENERATIVE	SPARE	ICM-167	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-042	FabDrift-LM	GENERATIVE	SPARE	ICM-148	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-043	YieldInvestigation-LM	GENERATIVE	SPARE	ICM-168	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-044	EvidenceConflict-LM	GENERATIVE	SPARE	ICM-170	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-045	MeasurementPlanner-LM	GENERATIVE	SPARE	ICM-171	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-046	FailureMode-LM	GENERATIVE	SPARE	ICM-169	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-047	Traceability-LM	GENERATIVE	SPARE	ICM-172	PRE_REGISTERED_PLAN_ONLY	0
CAND-G-048	OperatorTraining-LM	GENERATIVE	SPARE	ICM-143	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-001	ExpertSelector	SUPPORT	ICM-173	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-002	EvidenceSufficiency	SUPPORT	ICM-174	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-003	DisagreementArbiter	SUPPORT	ICM-175	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-004	RefusalRisk	SUPPORT	ICM-176	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
